Job Title,Company Name,Study Level,Experience Level,Contract Type,Region,Skills,Posting Date,Job Link,Disponibilité,Langues,Salary,Mobility
Teacher,"Nguyen, Frye and Boyle",Bac+4,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Intérim,Tataouine,"Python, SQL, Communication, Data Analysis",2024-11-16,https://fakejobsite.com/job/347,In 1 month,"French, Arabic",1150,Hybrid
Project Manager,Smith and Sons,Bac,Entre 1 et 2 ans,Fonction publique,Gafsa,"Communication, Python",2025-01-19,https://fakejobsite.com/job/348,Immediate,"French, English",1575,On-site
Teacher,Page Ltd,Bac+3,Expérience > 10 ans,Fonction publique,Siliana,"Machine Learning, Data Analysis, Communication, Leadership, Java",2024-12-06,https://fakejobsite.com/job/349,In 1 month,"Arabic, French, English",1733,Remote
Marketing Manager,Stewart Ltd,Bac+4,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,CDD,Tataouine,"Java, Machine Learning, Communication, Leadership",2026-01-25,https://fakejobsite.com/job/350,In 1 month,English,870,On-site
Project Manager,"Allen, Navarro and Allen",Bac+3,Expérience entre 5 ans et 10 ans,CDD,Ben Arous,"Machine Learning, Communication, SQL, Project Management",2026-05-25,https://fakejobsite.com/job/351,In 1 month,"French, Arabic",1892,Remote
Nurse,"Ramsey, Barr and Benson",Qualification avant bac,Entre 1 et 2 ans,Temps partiel,Tozeur,"Java, Data Analysis, Machine Learning",2025-09-04,https://fakejobsite.com/job/352,In 3 months,"English, French",1247,Hybrid
Software Engineer,"Price, Wilson and Martin",Bac+4,Entre 5 et 10 ans,Fonction publique,Sfax,"Communication, SQL, Java, Machine Learning, Python",2024-02-26,https://fakejobsite.com/job/353,Immediate,English,1167,Remote
Data Scientist,Hunter-Potter,Bac+2,Entre 5 et 10 ans,Indépendant-Freelance,Bizerte,"Communication, Python, Data Analysis, Leadership, Java",2025-04-14,https://fakejobsite.com/job/354,In 3 months,"French, English",1523,Remote
Marketing Manager,Mason and Sons,Bac+1,"Etudiant, jeune diplômé - Débutant < 2 ans",SIVP,Nabeul,"Communication, SQL, Project Management",2025-04-05,https://fakejobsite.com/job/355,Immediate,"French, Arabic, English",896,Hybrid
Marketing Manager,Gibson Ltd,Bac+4,Plus que 10 ans,Intérim,Kairouan,"Project Management, Java, SQL",2024-04-19,https://fakejobsite.com/job/356,Immediate,"French, English",1131,On-site
Nurse,Johnson Ltd,Bac,Expérience entre 5 ans et 10 ans,Fonction publique,Abidjan,"Machine Learning, SQL",2024-07-25,https://fakejobsite.com/job/357,In 3 months,"Arabic, French, English",1849,Hybrid
Nurse,Willis-Armstrong,Bac+4,Entre 2 et 5 ans,Unspecified,Sidi Bouzid,"Python, Communication",2026-04-13,https://fakejobsite.com/job/358,In 1 month,Arabic,1318,Remote
Accountant,Garcia and Sons,Autres,Expérience entre 2 ans et 5 ans et plus,Statutaire,Sidi Bouzid,"Data Analysis, Machine Learning, Project Management, Java",2025-09-19,https://fakejobsite.com/job/359,In 1 month,"English, French, Arabic",1111,Hybrid
Marketing Manager,"Saunders, Anderson and Gibbs",Bac+4,"Etudiant, jeune diplômé",Stage-PFE,Tunis,"Data Analysis, SQL, Communication",2026-03-05,https://fakejobsite.com/job/360,Immediate,"English, Arabic",1030,Remote
Accountant,"Lawrence, Sullivan and Adams",Bac+3,Entre 2 et 5 ans,SIVP,Siliana,"Leadership, Python, Project Management",2025-06-17,https://fakejobsite.com/job/361,In 3 months,"French, Arabic",1852,Hybrid
Accountant,Rivera-Miller,Bac+4,"Etudiant, jeune diplômé - Débutant < 2 ans",CDD,Médenine,"Project Management, Leadership, Machine Learning, Data Analysis",2025-08-02,https://fakejobsite.com/job/362,In 1 month,"Arabic, French, English",1145,Hybrid
Data Scientist,Wade Group,Bac+3,Expérience > 10 ans,Temps partiel,Monastir,"Project Management, Machine Learning, Java, Data Analysis, Leadership",2026-03-18,https://fakejobsite.com/job/363,In 1 month,English,1860,On-site
Accountant,Gomez Group,Bac+3,Aucune expérience,Stage-PFE,DAKAR,"Communication, Leadership, Machine Learning",2024-01-31,https://fakejobsite.com/job/364,Immediate,"French, English, Arabic",1103,Remote
Project Manager,Williamson-Vaughan,Autres,Entre 1 et 2 ans,CDD,Gafsa,"Leadership, SQL, Data Analysis, Project Management, Machine Learning",2025-11-09,https://fakejobsite.com/job/365,Immediate,"Arabic, French",940,On-site
Teacher,Harvey-Garcia,Bac+3,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,CDD,Monastir,"Project Management, SQL, Machine Learning",2026-05-02,https://fakejobsite.com/job/366,In 3 months,French,1225,Remote
Software Engineer,Garrett-Perez,Autres,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,SIVP,International,"Machine Learning, Python, Communication",2025-08-21,https://fakejobsite.com/job/367,Immediate,"Arabic, English, French",930,Hybrid
Nurse,Bell Inc,Formations professionnelles,Expérience entre 5 ans et 10 ans,CDD,DAKAR,"Communication, Machine Learning, Python, SQL, Leadership",2024-07-30,https://fakejobsite.com/job/368,In 1 month,"Arabic, French, English",1805,Remote
Project Manager,Palmer Inc,Bac+2,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Statutaire,Gabes,"Java, SQL, Leadership, Data Analysis",2025-05-15,https://fakejobsite.com/job/369,In 1 month,"English, Arabic",1030,On-site
Software Engineer,"Reid, Ramsey and Martin",Bac,Expérience entre 5 ans et 10 ans,Saisonnier,Sfax,"Data Analysis, SQL, Project Management, Python, Java",2025-02-15,https://fakejobsite.com/job/370,In 1 month,French,1838,On-site
Marketing Manager,"Wilson, Brooks and Hughes",Bac+1,"Etudiant, jeune diplômé",Temps partiel,Zaghouan,"Communication, Python, Project Management, SQL, Leadership",2024-03-02,https://fakejobsite.com/job/371,In 1 month,"French, English",838,On-site
Marketing Manager,"Collins, Foster and Miles",Bac,"Etudiant, jeune diplômé - Débutant < 2 ans",Alternance,Monastir,"Project Management, Leadership, Python, Data Analysis",2025-10-04,https://fakejobsite.com/job/372,In 3 months,"Arabic, French, English",937,Remote
Marketing Manager,Fox-Bonilla,Bac+1,"Etudiant, jeune diplômé & Débutant < 2 ans",Saisonnier,Médenine,"Python, Data Analysis, Leadership",2024-11-11,https://fakejobsite.com/job/373,In 3 months,"French, English",758,On-site
Project Manager,Berg PLC,Bac+5,"Etudiant, jeune diplômé & Débutant < 2 ans",Alternance,Gafsa,"Data Analysis, Java, Python, Leadership",2025-04-13,https://fakejobsite.com/job/374,Immediate,"English, French, Arabic",1199,On-site
Project Manager,Richardson-Delgado,Bac+1,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Stage,Ariana,"Data Analysis, SQL, Communication, Project Management, Machine Learning",2026-07-02,https://fakejobsite.com/job/375,Immediate,"Arabic, French",456,On-site
Nurse,"Nelson, Baker and Pugh",Bac+3,Entre 1 et 2 ans,Unspecified,Tataouine,"Java, Python",2024-03-23,https://fakejobsite.com/job/376,Immediate,"English, French",1012,Hybrid
Teacher,Sanchez-Collins,Bac+5,Débutant < 2 ans et plus,Stage,International,"Project Management, SQL, Java, Machine Learning",2025-11-19,https://fakejobsite.com/job/377,In 3 months,"Arabic, French, English",1256,Hybrid
Accountant,Ewing Group,Bac,Aucune expérience,CDD,Sidi Bouzid,"Java, SQL, Data Analysis, Leadership, Communication",2026-07-28,https://fakejobsite.com/job/378,In 1 month,English,955,Remote
Marketing Manager,Lee and Sons,Bac+5,Entre 5 et 10 ans,Intérim,DAKAR,"Python, Java",2026-01-22,https://fakejobsite.com/job/379,Immediate,"English, French",1444,Remote
Data Scientist,Oliver-Robbins,Bac+3,Entre 1 et 2 ans,Intérim,Sidi Bouzid,"Leadership, Python, SQL, Project Management, Communication",2025-02-16,https://fakejobsite.com/job/380,In 1 month,Arabic,1555,On-site
Teacher,Smith-Hunter,Bac+2,Aucune expérience,Alternance,International,"Data Analysis, Leadership, Project Management",2026-03-25,https://fakejobsite.com/job/381,Immediate,"English, Arabic",1398,Hybrid
Data Scientist,Ramirez and Sons,Bac+5,Plus que 10 ans,Stage-PFE,Ben Arous,"Communication, Java",2025-10-05,https://fakejobsite.com/job/382,Immediate,"French, English",1799,On-site
Nurse,Robles LLC,Bac+4,"Etudiant, jeune diplômé - Débutant < 2 ans",SIVP,Médenine,"Data Analysis, Communication, SQL, Python, Leadership",2024-01-20,https://fakejobsite.com/job/383,Immediate,"Arabic, French",1085,On-site
Nurse,Sullivan-Price,Qualification avant bac,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,CDD,Zaghouan,"Python, Project Management",2026-05-26,https://fakejobsite.com/job/384,Immediate,"French, English",976,Hybrid
Nurse,"Hunt, Anderson and Harris",Bac+5,"Etudiant, jeune diplômé & Débutant < 2 ans",SIVP,International,"Python, Communication, Project Management, Data Analysis, Machine Learning",2024-07-16,https://fakejobsite.com/job/385,Immediate,"English, French, Arabic",1712,Hybrid
Software Engineer,Shelton Inc,Bac+5,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Saisonnier,Tunis,"Communication, SQL",2025-08-03,https://fakejobsite.com/job/386,In 1 month,French,1059,Hybrid
Data Scientist,Holloway-Harris,Bac+3,"Etudiant, jeune diplômé et plus",Intérim,Tunis,"Communication, Java",2026-02-15,https://fakejobsite.com/job/387,Immediate,Arabic,1347,Remote
Teacher,Huerta-Wright,Bac+2,Expérience entre 2 ans et 5 ans et plus,Indépendant-Freelance,DAKAR,"Communication, Java",2025-07-14,https://fakejobsite.com/job/388,In 1 month,"French, Arabic",1040,Remote
Teacher,"Rodriguez, Jackson and Garner",Bac+5,Plus que 10 ans,Temps partiel,Sousse,"Communication, Machine Learning",2024-11-27,https://fakejobsite.com/job/389,In 3 months,Arabic,1619,On-site
Project Manager,"Roberson, Adams and Allen",Bac+5,"Etudiant, jeune diplômé",Saisonnier,Monastir,"Data Analysis, SQL, Communication, Project Management",2025-03-31,https://fakejobsite.com/job/390,Immediate,French,1629,Remote
Project Manager,Wells-Carlson,Autres,"Etudiant, jeune diplômé - Débutant < 2 ans",Unspecified,Ben Arous,"Data Analysis, SQL, Java, Python, Project Management",2026-08-17,https://fakejobsite.com/job/391,In 1 month,"French, English, Arabic",913,Hybrid
Marketing Manager,Wright PLC,Bac+3,Aucune expérience,Temps partiel,International,"Machine Learning, Java",2025-06-06,https://fakejobsite.com/job/392,In 3 months,"Arabic, French",876,Hybrid
Project Manager,"Moore, Martin and Butler",Bac+3,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Statutaire,Monastir,"Project Management, Python",2025-12-14,https://fakejobsite.com/job/393,In 3 months,"English, Arabic",1332,Remote
Nurse,Jackson-Watkins,Bac+5,Aucune expérience,Saisonnier,Tunis,"Machine Learning, Leadership, Project Management, SQL",2026-03-10,https://fakejobsite.com/job/394,In 3 months,English,1123,On-site
Teacher,Sheppard-Joyce,Bac+3,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Alternance,Abidjan,"Machine Learning, Python, Communication, Java, Data Analysis",2026-05-12,https://fakejobsite.com/job/395,In 1 month,Arabic,1541,On-site
Data Scientist,"Johnson, Ruiz and Jackson",Autres,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Statutaire,Sfax,"Python, SQL, Communication, Data Analysis",2024-02-21,https://fakejobsite.com/job/396,Immediate,"French, Arabic, English",1252,Remote
Nurse,Martinez and Sons,Qualification avant bac,Moins d'un an,CDI,DAKAR,"Java, SQL, Data Analysis, Project Management",2025-09-10,https://fakejobsite.com/job/397,Immediate,"English, French, Arabic",1142,On-site
Software Engineer,Perry-Vasquez,Bac+3,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Saisonnier,Gafsa,"Leadership, Project Management, Data Analysis, Java, SQL",2026-06-19,https://fakejobsite.com/job/398,In 1 month,"Arabic, French",1317,On-site
Project Manager,Washington PLC,Bac+5,"Etudiant, jeune diplômé et plus",Statutaire,Sidi Bouzid,"Communication, SQL, Machine Learning, Data Analysis, Python",2024-07-11,https://fakejobsite.com/job/399,Immediate,"French, Arabic",1278,On-site
Nurse,Glover-Rodriguez,Bac+5,"Etudiant, jeune diplômé - Débutant < 2 ans",CDD,Tunis,"Java, Project Management, Machine Learning, Leadership, Data Analysis",2025-07-09,https://fakejobsite.com/job/400,In 1 month,"French, English",1471,Hybrid
Nurse,"Wagner, Reid and Dawson",Bac+1,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Temps partiel,Sfax,"Java, Python, Data Analysis, Communication",2026-02-20,https://fakejobsite.com/job/401,Immediate,English,993,Hybrid
Software Engineer,Gregory Inc,Formations professionnelles,Expérience entre 2 ans et 5 ans et plus,Fonction publique,Le Kef,"Leadership, Machine Learning, Communication, Project Management",2024-09-19,https://fakejobsite.com/job/402,In 3 months,"French, Arabic, English",1224,Remote
Accountant,Neal Group,Bac+3,"Etudiant, jeune diplômé et plus",Fonction publique,International,"Leadership, Data Analysis, Project Management",2025-03-11,https://fakejobsite.com/job/403,Immediate,"English, Arabic, French",1265,Hybrid
Teacher,Jackson-Patterson,Bac+5,Expérience entre 2 ans et 5 ans,CDD,Gafsa,"Communication, Machine Learning",2025-06-27,https://fakejobsite.com/job/404,In 1 month,English,1551,On-site
Data Scientist,Lee Group,Bac+3,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,CDI,Le Kef,"Machine Learning, Communication, Python, SQL, Project Management",2024-09-04,https://fakejobsite.com/job/405,In 1 month,"English, French, Arabic",1416,Hybrid
Marketing Manager,Randolph Group,Formations professionnelles,Expérience entre 2 ans et 5 ans et plus,Unspecified,Siliana,"Data Analysis, Python, Java, Machine Learning",2024-03-11,https://fakejobsite.com/job/406,In 3 months,"Arabic, French, English",1056,Remote
Accountant,"Lawson, Stewart and Davis",Bac+3,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,Tozeur,"Python, Java, Leadership, SQL, Data Analysis",2026-06-16,https://fakejobsite.com/job/407,In 1 month,"Arabic, French",1019,Hybrid
Project Manager,Rivera-Nguyen,Bac,Débutant < 2 ans et plus,Alternance,Ariana,"SQL, Machine Learning, Python, Leadership",2024-07-14,https://fakejobsite.com/job/408,Immediate,French,1221,On-site
Nurse,Allen Inc,Formations professionnelles,"Etudiant, jeune diplômé & Débutant < 2 ans",Intérim,Siliana,"Leadership, Data Analysis, SQL",2024-11-09,https://fakejobsite.com/job/409,Immediate,"English, French, Arabic",846,On-site
Software Engineer,Gonzalez-Farmer,Bac+1,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,SIVP,Ariana,"Java, Machine Learning, Leadership, SQL, Data Analysis",2024-12-19,https://fakejobsite.com/job/410,In 3 months,Arabic,678,Remote
Software Engineer,"Robinson, Powell and Padilla",Bac+3,Expérience entre 5 ans et 10 ans,Temps partiel,Gafsa,"Communication, Leadership, Data Analysis, Java, Python",2024-09-06,https://fakejobsite.com/job/411,In 1 month,"English, Arabic",1812,Hybrid
Teacher,"Jones, Jackson and Alexander",Autres,"Etudiant, jeune diplômé",CDI,Bizerte,"Data Analysis, Project Management",2024-10-12,https://fakejobsite.com/job/412,In 3 months,"Arabic, French",982,Hybrid
Accountant,Erickson Ltd,Autres,Débutant < 2 ans et plus,Indépendant-Freelance,Siliana,"Java, Data Analysis, SQL, Project Management, Leadership",2025-04-01,https://fakejobsite.com/job/413,Immediate,English,1036,Hybrid
Marketing Manager,Harper-Aguirre,Bac+4,Expérience > 10 ans,Alternance,Sousse,"Leadership, Java, Python, SQL",2025-02-10,https://fakejobsite.com/job/414,In 3 months,"English, Arabic, French",1416,On-site
Teacher,Clark-Cherry,Bac+4,Moins d'un an,Stage,Ariana,"Leadership, Java",2026-01-23,https://fakejobsite.com/job/415,In 1 month,Arabic,1542,Remote
Nurse,Barrera-Yang,Bac+3,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Stage-PFE,Siliana,"Java, SQL, Communication, Data Analysis, Machine Learning",2025-11-20,https://fakejobsite.com/job/416,In 3 months,"French, English",1028,Hybrid
Teacher,Dennis-Petersen,Bac+3,Expérience > 10 ans,Stage,Ariana,"Machine Learning, Data Analysis",2026-05-27,https://fakejobsite.com/job/417,In 1 month,"French, English",1636,On-site
Data Scientist,"Murphy, Martinez and Harris",Bac+3,Entre 5 et 10 ans,Unspecified,Tozeur,"Data Analysis, SQL, Leadership",2024-10-21,https://fakejobsite.com/job/418,In 1 month,French,1313,On-site
Software Engineer,"Riley, Williams and King",Bac+5,Expérience entre 2 ans et 5 ans,Alternance,Tunis,"Java, Leadership, SQL",2026-07-01,https://fakejobsite.com/job/419,Immediate,"English, French",1414,On-site
Software Engineer,Sampson Ltd,Bac+5,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Temps partiel,Siliana,"Leadership, Python, Data Analysis",2024-08-16,https://fakejobsite.com/job/420,Immediate,Arabic,958,Hybrid
Project Manager,Powers-Kemp,Bac+5,"Etudiant, jeune diplômé - Débutant < 2 ans",Statutaire,Siliana,"Leadership, SQL, Machine Learning, Java",2026-08-08,https://fakejobsite.com/job/421,Immediate,"Arabic, French",1553,Hybrid
Project Manager,Howard PLC,Bac+5,Entre 2 et 5 ans,Saisonnier,Médenine,"Java, Data Analysis",2026-01-04,https://fakejobsite.com/job/422,In 1 month,"French, Arabic",1285,Hybrid
Marketing Manager,Espinoza and Sons,Bac+1,Expérience entre 5 ans et 10 ans,SIVP,Sousse,"Leadership, Machine Learning, Project Management, Communication, Python",2025-03-28,https://fakejobsite.com/job/423,In 3 months,"English, Arabic",1311,Hybrid
Nurse,"Parker, Williams and Martin",Bac+3,Expérience entre 5 ans et 10 ans,Stage-PFE,International,"Communication, Leadership, Python",2025-10-09,https://fakejobsite.com/job/424,In 1 month,"Arabic, French",2063,Hybrid
Data Scientist,"Rodriguez, Fox and Love",Bac,Débutant < 2 ans et plus,Stage,Tozeur,"Leadership, Communication, Machine Learning, Data Analysis, Java",2026-07-21,https://fakejobsite.com/job/425,Immediate,Arabic,941,Hybrid
Accountant,Henry-Allison,Bac+3,Entre 5 et 10 ans,Stage-PFE,Médenine,"Data Analysis, Project Management, Machine Learning",2026-07-22,https://fakejobsite.com/job/426,Immediate,Arabic,1134,Hybrid
Teacher,Ballard-Koch,Bac+3,"Etudiant, jeune diplômé & Débutant < 2 ans",Indépendant-Freelance,Le Kef,"Java, Machine Learning",2024-12-27,https://fakejobsite.com/job/427,In 3 months,"Arabic, French, English",963,Hybrid
Marketing Manager,Mcneil-Clark,Formations professionnelles,Moins d'un an,Indépendant-Freelance,Sidi Bouzid,"Machine Learning, Java, SQL",2026-05-30,https://fakejobsite.com/job/428,Immediate,"Arabic, French",1175,Hybrid
Nurse,"King, Washington and Hoover",Bac+3,Plus que 10 ans,Statutaire,Zaghouan,"Project Management, Data Analysis, Machine Learning, SQL",2025-07-17,https://fakejobsite.com/job/429,Immediate,"French, Arabic",1576,On-site
